topic,variable,discipline,location,value
evidence_for_policy,count_total,Social Sciences,Carmarthenshire,2.0
experiments,count_total,Medical Science,Carmarthenshire,0.0
gender_sexuality,count_total,Social Sciences,Carmarthenshire,0.0
genetics,count_total,Medical Science,Carmarthenshire,0.0
geology,count_total,Environmental Sciences,Carmarthenshire,0.0
health_interventions_policy,count_total,Medical Science,Carmarthenshire,0.0
health_social_issues,count_total,Arts and Humanities,Carmarthenshire,0.0
hidrology,count_total,Environmental Sciences,Carmarthenshire,0.0
imaging,count_total,Life Sciences,Carmarthenshire,0.0
industrial_application,count_total,Life Sciences,Carmarthenshire,0.0
ionisation_plasma,count_total,Engineering and Technology,Carmarthenshire,0.0
law,count_total,Social Sciences,Carmarthenshire,0.0
linguistics,count_total,Arts and Humanities,Carmarthenshire,0.0
literature,count_total,Arts and Humanities,Carmarthenshire,0.0
management,count_total,Social Sciences,Carmarthenshire,1.0
materials,count_total,Engineering and Technology,Carmarthenshire,0.0
mathematics,count_total,Mathematics and Computing,Carmarthenshire,0.0
media_performance,count_total,Arts and Humanities,Carmarthenshire,0.0
medieval_modern_history,count_total,Arts and Humanities,Carmarthenshire,0.0
migration_colonial_history,count_total,Arts and Humanities,Carmarthenshire,0.0
military_history,count_total,Arts and Humanities,Carmarthenshire,0.0
minerals_fuels,count_total,Environmental Sciences,Carmarthenshire,0.0
modelling_&_sensors,count_total,Environmental Sciences,Carmarthenshire,0.0
modelling_measurement,count_total,Mathematics and Computing,Carmarthenshire,0.0
networks,count_total,Mathematics and Computing,Carmarthenshire,0.0
neurology,count_total,Medical Science,Carmarthenshire,0.0
neuroscience,count_total,Life Sciences,Carmarthenshire,0.0
nutrition_health,count_total,Life Sciences,Carmarthenshire,0.0
obesity_metabolism,count_total,Medical Science,Carmarthenshire,0.0
particle_physics,count_total,Physics,Carmarthenshire,0.0
philosophy,count_total,Arts and Humanities,Carmarthenshire,0.0
photonics_imaging_quantum,count_total,Engineering and Technology,Carmarthenshire,1.0
political_history,count_total,Arts and Humanities,Carmarthenshire,0.0
prosthetics_robotics_health,count_total,Engineering and Technology,Carmarthenshire,1.0
psychiatry_mental_health,count_total,Medical Science,Carmarthenshire,1.0
psychology,count_total,Social Sciences,Carmarthenshire,3.0
public_engagement_infrastructure,count_total,Physics,Carmarthenshire,0.0
reproduction_fertility,count_total,Medical Science,Carmarthenshire,0.0
respiratory_system,count_total,Medical Science,Carmarthenshire,0.0
robotics_cybernetics,count_total,Mathematics and Computing,Carmarthenshire,0.0
security,count_total,Engineering and Technology,Carmarthenshire,0.0
sensors_data_telescopy,count_total,Physics,Carmarthenshire,0.0
social_care,count_total,Social Sciences,Carmarthenshire,2.0
social_history,count_total,Arts and Humanities,Carmarthenshire,4.0
social_history_identity,count_total,Arts and Humanities,Carmarthenshire,0.0
sociology,count_total,Social Sciences,Carmarthenshire,0.0
statistics_data_analysis,count_total,Mathematics and Computing,Carmarthenshire,0.0
surgert_cardiology,count_total,Medical Science,Carmarthenshire,0.0
systems_infrastructure,count_total,Engineering and Technology,Carmarthenshire,4.0
theoretical_physics,count_total,Physics,Carmarthenshire,0.0
transport_communications,count_total,Mathematics and Computing,Carmarthenshire,0.0
visual,count_total,Arts and Humanities,Carmarthenshire,0.0
ageing,funding_lq,Medical Science,Carmarthenshire,0.0
agriculture_plant_biology_entomology,funding_lq,Life Sciences,Carmarthenshire,0.0
applications_devices_users,funding_lq,Mathematics and Computing,Carmarthenshire,0.0
archaeology,funding_lq,Arts and Humanities,Carmarthenshire,0.0
architecture_spatial,funding_lq,Arts and Humanities,Carmarthenshire,0.0
astronomy,funding_lq,Physics,Carmarthenshire,0.0
astrophysics,funding_lq,Physics,Carmarthenshire,0.0
bio_informatics,funding_lq,Life Sciences,Carmarthenshire,0.0
biopharmaceuticals,funding_lq,Life Sciences,Carmarthenshire,0.0
bones_muscles,funding_lq,Life Sciences,Carmarthenshire,0.0
carbon_greenhouse_pollution,funding_lq,Environmental Sciences,Carmarthenshire,0.0
cells_cancer,funding_lq,Medical Science,Carmarthenshire,0.0
cellular_biology_cancer,funding_lq,Life Sciences,Carmarthenshire,0.0
chemistry_biochemistry,funding_lq,Engineering and Technology,Carmarthenshire,4.179539618660907
classic_religious_history,funding_lq,Arts and Humanities,Carmarthenshire,0.0
climate_science,funding_lq,Environmental Sciences,Carmarthenshire,0.0
cognition_&_audio,funding_lq,Mathematics and Computing,Carmarthenshire,0.0
computer_science,funding_lq,Mathematics and Computing,Carmarthenshire,0.0
computer_vision,funding_lq,Mathematics and Computing,Carmarthenshire,0.0
cosmology,funding_lq,Physics,Carmarthenshire,0.0
criminology_violence,funding_lq,Social Sciences,Carmarthenshire,0.0
cyber_security,funding_lq,Mathematics and Computing,Carmarthenshire,0.0
data_methods,funding_lq,Medical Science,Carmarthenshire,0.0
design_&_heritage,funding_lq,Arts and Humanities,Carmarthenshire,2.6392847154140964
development_studies,funding_lq,Social Sciences,Carmarthenshire,3.0806875360931465
disease_infection_health,funding_lq,Medical Science,Carmarthenshire,0.0
drug_tests,funding_lq,Medical Science,Carmarthenshire,0.0
economics,funding_lq,Social Sciences,Carmarthenshire,0.0
ecosystems,funding_lq,Environmental Sciences,Carmarthenshire,0.0
education,funding_lq,Social Sciences,Carmarthenshire,2.0165615673326482
electronics_transistors,funding_lq,Engineering and Technology,Carmarthenshire,0.0
energy_environmental,funding_lq,Engineering and Technology,Carmarthenshire,5.520327146438106
energy_transport_technology,funding_lq,Engineering and Technology,Carmarthenshire,4.053255095316817
environment,funding_lq,Social Sciences,Carmarthenshire,0.0
environmental_policy,funding_lq,Environmental Sciences,Carmarthenshire,1.7367673962069956
epidemiology_immunology,funding_lq,Life Sciences,Carmarthenshire,0.0
evidence_for_policy,funding_lq,Social Sciences,Carmarthenshire,1.1726377815450282
experiments,funding_lq,Medical Science,Carmarthenshire,0.0
gender_sexuality,funding_lq,Social Sciences,Carmarthenshire,0.0
genetics,funding_lq,Medical Science,Carmarthenshire,0.0
geology,funding_lq,Environmental Sciences,Carmarthenshire,0.0
health_interventions_policy,funding_lq,Medical Science,Carmarthenshire,0.0
health_social_issues,funding_lq,Arts and Humanities,Carmarthenshire,0.0
hidrology,funding_lq,Environmental Sciences,Carmarthenshire,0.0
imaging,funding_lq,Life Sciences,Carmarthenshire,0.0
industrial_application,funding_lq,Life Sciences,Carmarthenshire,0.0
ionisation_plasma,funding_lq,Engineering and Technology,Carmarthenshire,0.0
law,funding_lq,Social Sciences,Carmarthenshire,0.0
linguistics,funding_lq,Arts and Humanities,Carmarthenshire,0.0
literature,funding_lq,Arts and Humanities,Carmarthenshire,0.0
management,funding_lq,Social Sciences,Carmarthenshire,2.8655038403945343
materials,funding_lq,Engineering and Technology,Carmarthenshire,0.0
mathematics,funding_lq,Mathematics and Computing,Carmarthenshire,0.0
media_performance,funding_lq,Arts and Humanities,Carmarthenshire,0.0
medieval_modern_history,funding_lq,Arts and Humanities,Carmarthenshire,0.0
migration_colonial_history,funding_lq,Arts and Humanities,Carmarthenshire,0.0
military_history,funding_lq,Arts and Humanities,Carmarthenshire,0.0
minerals_fuels,funding_lq,Environmental Sciences,Carmarthenshire,0.0
modelling_&_sensors,funding_lq,Environmental Sciences,Carmarthenshire,0.0
modelling_measurement,funding_lq,Mathematics and Computing,Carmarthenshire,0.0
networks,funding_lq,Mathematics and Computing,Carmarthenshire,0.0
neurology,funding_lq,Medical Science,Carmarthenshire,0.0
neuroscience,funding_lq,Life Sciences,Carmarthenshire,0.0
nutrition_health,funding_lq,Life Sciences,Carmarthenshire,0.0
obesity_metabolism,funding_lq,Medical Science,Carmarthenshire,0.0
particle_physics,funding_lq,Physics,Carmarthenshire,0.0
philosophy,funding_lq,Arts and Humanities,Carmarthenshire,0.0
photonics_imaging_quantum,funding_lq,Engineering and Technology,Carmarthenshire,0.6328674703938937
political_history,funding_lq,Arts and Humanities,Carmarthenshire,0.0
prosthetics_robotics_health,funding_lq,Engineering and Technology,Carmarthenshire,0.1988212126209691
psychiatry_mental_health,funding_lq,Medical Science,Carmarthenshire,0.4899678768544616
psychology,funding_lq,Social Sciences,Carmarthenshire,2.4939429343618853
public_engagement_infrastructure,funding_lq,Physics,Carmarthenshire,0.0
reproduction_fertility,funding_lq,Medical Science,Carmarthenshire,0.0
respiratory_system,funding_lq,Medical Science,Carmarthenshire,0.0
robotics_cybernetics,funding_lq,Mathematics and Computing,Carmarthenshire,0.0
security,funding_lq,Engineering and Technology,Carmarthenshire,0.0
sensors_data_telescopy,funding_lq,Physics,Carmarthenshire,0.0
social_care,funding_lq,Social Sciences,Carmarthenshire,0.980515182499364
social_history,funding_lq,Arts and Humanities,Carmarthenshire,4.008329560615223
social_history_identity,funding_lq,Arts and Humanities,Carmarthenshire,0.0
sociology,funding_lq,Social Sciences,Carmarthenshire,0.0
statistics_data_analysis,funding_lq,Mathematics and Computing,Carmarthenshire,0.0
surgert_cardiology,funding_lq,Medical Science,Carmarthenshire,0.0
systems_infrastructure,funding_lq,Engineering and Technology,Carmarthenshire,1.4573359889428776
theoretical_physics,funding_lq,Physics,Carmarthenshire,0.0
transport_communications,funding_lq,Mathematics and Computing,Carmarthenshire,0.0
visual,funding_lq,Arts and Humanities,Carmarthenshire,0.0
ageing,funding_total,Medical Science,Carmarthenshire,0.0
agriculture_plant_biology_entomology,funding_total,Life Sciences,Carmarthenshire,0.0
applications_devices_users,funding_total,Mathematics and Computing,Carmarthenshire,0.0
archaeology,funding_total,Arts and Humanities,Carmarthenshire,0.0
architecture_spatial,funding_total,Arts and Humanities,Carmarthenshire,0.0
astronomy,funding_total,Physics,Carmarthenshire,0.0
astrophysics,funding_total,Physics,Carmarthenshire,0.0
bio_informatics,funding_total,Life Sciences,Carmarthenshire,0.0
biopharmaceuticals,funding_total,Life Sciences,Carmarthenshire,0.0
bones_muscles,funding_total,Life Sciences,Carmarthenshire,0.0
carbon_greenhouse_pollution,funding_total,Environmental Sciences,Carmarthenshire,0.0
cells_cancer,funding_total,Medical Science,Carmarthenshire,0.0
cellular_biology_cancer,funding_total,Life Sciences,Carmarthenshire,0.0
chemistry_biochemistry,funding_total,Engineering and Technology,Carmarthenshire,2072629.0
classic_religious_history,funding_total,Arts and Humanities,Carmarthenshire,0.0
climate_science,funding_total,Environmental Sciences,Carmarthenshire,0.0
cognition_&_audio,funding_total,Mathematics and Computing,Carmarthenshire,0.0
computer_science,funding_total,Mathematics and Computing,Carmarthenshire,0.0
computer_vision,funding_total,Mathematics and Computing,Carmarthenshire,0.0
cosmology,funding_total,Physics,Carmarthenshire,0.0
criminology_violence,funding_total,Social Sciences,Carmarthenshire,0.0
cyber_security,funding_total,Mathematics and Computing,Carmarthenshire,0.0
data_methods,funding_total,Medical Science,Carmarthenshire,0.0
design_&_heritage,funding_total,Arts and Humanities,Carmarthenshire,1227446.0
development_studies,funding_total,Social Sciences,Carmarthenshire,95703.0
disease_infection_health,funding_total,Medical Science,Carmarthenshire,0.0
drug_tests,funding_total,Medical Science,Carmarthenshire,0.0
economics,funding_total,Social Sciences,Carmarthenshire,0.0
ecosystems,funding_total,Environmental Sciences,Carmarthenshire,0.0
education,funding_total,Social Sciences,Carmarthenshire,339835.0
electronics_transistors,funding_total,Engineering and Technology,Carmarthenshire,0.0
energy_environmental,funding_total,Engineering and Technology,Carmarthenshire,4493855.0
energy_transport_technology,funding_total,Engineering and Technology,Carmarthenshire,2060470.0
environment,funding_total,Social Sciences,Carmarthenshire,0.0
environmental_policy,funding_total,Environmental Sciences,Carmarthenshire,1227446.0
epidemiology_immunology,funding_total,Life Sciences,Carmarthenshire,0.0
evidence_for_policy,funding_total,Social Sciences,Carmarthenshire,378418.0
experiments,funding_total,Medical Science,Carmarthenshire,0.0
gender_sexuality,funding_total,Social Sciences,Carmarthenshire,0.0
genetics,funding_total,Medical Science,Carmarthenshire,0.0
geology,funding_total,Environmental Sciences,Carmarthenshire,0.0
health_interventions_policy,funding_total,Medical Science,Carmarthenshire,0.0
health_social_issues,funding_total,Arts and Humanities,Carmarthenshire,0.0
hidrology,funding_total,Environmental Sciences,Carmarthenshire,0.0
imaging,funding_total,Life Sciences,Carmarthenshire,0.0
industrial_application,funding_total,Life Sciences,Carmarthenshire,0.0
ionisation_plasma,funding_total,Engineering and Technology,Carmarthenshire,0.0
law,funding_total,Social Sciences,Carmarthenshire,0.0
linguistics,funding_total,Arts and Humanities,Carmarthenshire,0.0
literature,funding_total,Arts and Humanities,Carmarthenshire,0.0
management,funding_total,Social Sciences,Carmarthenshire,339835.0
materials,funding_total,Engineering and Technology,Carmarthenshire,0.0
mathematics,funding_total,Mathematics and Computing,Carmarthenshire,0.0
media_performance,funding_total,Arts and Humanities,Carmarthenshire,0.0
medieval_modern_history,funding_total,Arts and Humanities,Carmarthenshire,0.0
migration_colonial_history,funding_total,Arts and Humanities,Carmarthenshire,0.0
military_history,funding_total,Arts and Humanities,Carmarthenshire,0.0
minerals_fuels,funding_total,Environmental Sciences,Carmarthenshire,0.0
modelling_&_sensors,funding_total,Environmental Sciences,Carmarthenshire,0.0
modelling_measurement,funding_total,Mathematics and Computing,Carmarthenshire,0.0
networks,funding_total,Mathematics and Computing,Carmarthenshire,0.0
neurology,funding_total,Medical Science,Carmarthenshire,0.0
neuroscience,funding_total,Life Sciences,Carmarthenshire,0.0
nutrition_health,funding_total,Life Sciences,Carmarthenshire,0.0
obesity_metabolism,funding_total,Medical Science,Carmarthenshire,0.0
particle_physics,funding_total,Physics,Carmarthenshire,0.0
philosophy,funding_total,Arts and Humanities,Carmarthenshire,0.0
photonics_imaging_quantum,funding_total,Engineering and Technology,Carmarthenshire,509085.0
political_history,funding_total,Arts and Humanities,Carmarthenshire,0.0
prosthetics_robotics_health,funding_total,Engineering and Technology,Carmarthenshire,148329.0
psychiatry_mental_health,funding_total,Medical Science,Carmarthenshire,195708.0
psychology,funding_total,Social Sciences,Carmarthenshire,329994.0
public_engagement_infrastructure,funding_total,Physics,Carmarthenshire,0.0
reproduction_fertility,funding_total,Medical Science,Carmarthenshire,0.0
respiratory_system,funding_total,Medical Science,Carmarthenshire,0.0
robotics_cybernetics,funding_total,Mathematics and Computing,Carmarthenshire,0.0
security,funding_total,Engineering and Technology,Carmarthenshire,0.0
sensors_data_telescopy,funding_total,Physics,Carmarthenshire,0.0
social_care,funding_total,Social Sciences,Carmarthenshire,134286.0
social_history,funding_total,Arts and Humanities,Carmarthenshire,1423154.0
social_history_identity,funding_total,Arts and Humanities,Carmarthenshire,0.0
sociology,funding_total,Social Sciences,Carmarthenshire,0.0
statistics_data_analysis,funding_total,Mathematics and Computing,Carmarthenshire,0.0
surgert_cardiology,funding_total,Medical Science,Carmarthenshire,0.0
systems_infrastructure,funding_total,Engineering and Technology,Carmarthenshire,4642184.0
theoretical_physics,funding_total,Physics,Carmarthenshire,0.0
transport_communications,funding_total,Mathematics and Computing,Carmarthenshire,0.0
visual,funding_total,Arts and Humanities,Carmarthenshire,0.0
ageing,count_lq,Medical Science,Swansea,0.0
agriculture_plant_biology_entomology,count_lq,Life Sciences,Swansea,0.4272663071653964
applications_devices_users,count_lq,Mathematics and Computing,Swansea,1.6027738944044971
archaeology,count_lq,Arts and Humanities,Swansea,0.6998866588431177
architecture_spatial,count_lq,Arts and Humanities,Swansea,0.0
astronomy,count_lq,Physics,Swansea,0.14807568246638594
astrophysics,count_lq,Physics,Swansea,0.8615312434407911
bio_informatics,count_lq,Life Sciences,Swansea,0.30880071869696346
biopharmaceuticals,count_lq,Life Sciences,Swansea,0.0
bones_muscles,count_lq,Life Sciences,Swansea,1.2922968651611868
carbon_greenhouse_pollution,count_lq,Environmental Sciences,Swansea,1.5766331658291457
cells_cancer,count_lq,Medical Science,Swansea,0.29975198943043485
cellular_biology_cancer,count_lq,Life Sciences,Swansea,0.323352283364443
chemistry_biochemistry,count_lq,Engineering and Technology,Swansea,0.5802949376589193
classic_religious_history,count_lq,Arts and Humanities,Swansea,0.4224617061209663
climate_science,count_lq,Environmental Sciences,Swansea,1.6223685314522724
cognition_&_audio,count_lq,Mathematics and Computing,Swansea,0.9633055386824232
computer_science,count_lq,Mathematics and Computing,Swansea,1.8674157349632223
computer_vision,count_lq,Mathematics and Computing,Swansea,2.3791032406290316
cosmology,count_lq,Physics,Swansea,0.4487754472018797
criminology_violence,count_lq,Social Sciences,Swansea,0.7351010819295639
cyber_security,count_lq,Mathematics and Computing,Swansea,0.560132933035786
data_methods,count_lq,Medical Science,Swansea,0.7202178734045815
design_&_heritage,count_lq,Arts and Humanities,Swansea,0.7316244597588023
development_studies,count_lq,Social Sciences,Swansea,0.4110705932947269
disease_infection_health,count_lq,Medical Science,Swansea,0.34010011259010864
drug_tests,count_lq,Medical Science,Swansea,0.6391421493333183
economics,count_lq,Social Sciences,Swansea,0.6576909197649555
ecosystems,count_lq,Environmental Sciences,Swansea,0.8851543581416833
education,count_lq,Social Sciences,Swansea,1.2729621705889185
electronics_transistors,count_lq,Engineering and Technology,Swansea,0.9778894472361809
energy_environmental,count_lq,Engineering and Technology,Swansea,1.3197953029223202
energy_transport_technology,count_lq,Engineering and Technology,Swansea,1.2238855709612635
environment,count_lq,Social Sciences,Swansea,0.5296725318435076
environmental_policy,count_lq,Environmental Sciences,Swansea,1.223341361342215
epidemiology_immunology,count_lq,Life Sciences,Swansea,0.5973478979223202
evidence_for_policy,count_lq,Social Sciences,Swansea,1.298678578075563
experiments,count_lq,Medical Science,Swansea,0.5923027298655439
gender_sexuality,count_lq,Social Sciences,Swansea,1.2522972002871502
genetics,count_lq,Medical Science,Swansea,0.0
geology,count_lq,Environmental Sciences,Swansea,1.164282953227677
health_interventions_policy,count_lq,Medical Science,Swansea,0.7228266668324097
health_social_issues,count_lq,Arts and Humanities,Swansea,1.5095341405675362
hidrology,count_lq,Environmental Sciences,Swansea,1.5283328222682528
imaging,count_lq,Life Sciences,Swansea,0.6383068253890813
industrial_application,count_lq,Life Sciences,Swansea,0.6304788117628252
ionisation_plasma,count_lq,Engineering and Technology,Swansea,2.674624073839832
law,count_lq,Social Sciences,Swansea,0.5406988682812676
linguistics,count_lq,Arts and Humanities,Swansea,1.9091282182236045
literature,count_lq,Arts and Humanities,Swansea,2.2592990726830027
management,count_lq,Social Sciences,Swansea,0.6586910759181002
materials,count_lq,Engineering and Technology,Swansea,1.4409995181386386
mathematics,count_lq,Mathematics and Computing,Swansea,2.216588662759916
media_performance,count_lq,Arts and Humanities,Swansea,0.6578671971489719
medieval_modern_history,count_lq,Arts and Humanities,Swansea,1.291628752525715
migration_colonial_history,count_lq,Arts and Humanities,Swansea,1.0855827123232258
military_history,count_lq,Arts and Humanities,Swansea,0.8246547885239933
minerals_fuels,count_lq,Environmental Sciences,Swansea,1.2260252310503568
modelling_&_sensors,count_lq,Environmental Sciences,Swansea,1.367235095694429
modelling_measurement,count_lq,Mathematics and Computing,Swansea,1.385775584509373
networks,count_lq,Mathematics and Computing,Swansea,1.4489389094231488
neurology,count_lq,Medical Science,Swansea,0.2325220265785159
neuroscience,count_lq,Life Sciences,Swansea,0.38391593001503865
nutrition_health,count_lq,Life Sciences,Swansea,0.9065233094115874
obesity_metabolism,count_lq,Medical Science,Swansea,0.4030381794027609
particle_physics,count_lq,Physics,Swansea,1.5962513630367317
philosophy,count_lq,Arts and Humanities,Swansea,0.6786642891878749
photonics_imaging_quantum,count_lq,Engineering and Technology,Swansea,1.5389472684149987
political_history,count_lq,Arts and Humanities,Swansea,1.0153761083409325
prosthetics_robotics_health,count_lq,Engineering and Technology,Swansea,1.0975302603485928
psychiatry_mental_health,count_lq,Medical Science,Swansea,0.5036369206389432
psychology,count_lq,Social Sciences,Swansea,1.1911906661162517
public_engagement_infrastructure,count_lq,Physics,Swansea,0.7286092801670692
reproduction_fertility,count_lq,Medical Science,Swansea,0.460161700892916
respiratory_system,count_lq,Medical Science,Swansea,0.20650366082473615
robotics_cybernetics,count_lq,Mathematics and Computing,Swansea,1.1688107202680067
security,count_lq,Engineering and Technology,Swansea,0.6591037896248158
sensors_data_telescopy,count_lq,Physics,Swansea,0.22622142972929166
social_care,count_lq,Social Sciences,Swansea,1.6591950287716184
social_history,count_lq,Arts and Humanities,Swansea,0.7089305529051728
social_history_identity,count_lq,Arts and Humanities,Swansea,1.544683771279304
sociology,count_lq,Social Sciences,Swansea,0.7589680001740304
statistics_data_analysis,count_lq,Mathematics and Computing,Swansea,2.026058644532369
surgert_cardiology,count_lq,Medical Science,Swansea,0.5809198410874784
systems_infrastructure,count_lq,Engineering and Technology,Swansea,1.078902203324314
theoretical_physics,count_lq,Physics,Swansea,3.130743000717876
transport_communications,count_lq,Mathematics and Computing,Swansea,0.9045939144286412
visual,count_lq,Arts and Humanities,Swansea,0.8311998976445
ageing,count_total,Medical Science,Swansea,0.0
agriculture_plant_biology_entomology,count_total,Life Sciences,Swansea,9.0
applications_devices_users,count_total,Mathematics and Computing,Swansea,44.0
archaeology,count_total,Arts and Humanities,Swansea,2.0
architecture_spatial,count_total,Arts and Humanities,Swansea,0.0
astronomy,count_total,Physics,Swansea,1.0
astrophysics,count_total,Physics,Swansea,6.0
bio_informatics,count_total,Life Sciences,Swansea,4.0
biopharmaceuticals,count_total,Life Sciences,Swansea,0.0
bones_muscles,count_total,Life Sciences,Swansea,3.0
carbon_greenhouse_pollution,count_total,Environmental Sciences,Swansea,20.0
cells_cancer,count_total,Medical Science,Swansea,9.0
cellular_biology_cancer,count_total,Life Sciences,Swansea,10.0
chemistry_biochemistry,count_total,Engineering and Technology,Swansea,16.0
classic_religious_history,count_total,Arts and Humanities,Swansea,1.0
climate_science,count_total,Environmental Sciences,Swansea,46.0
cognition_&_audio,count_total,Mathematics and Computing,Swansea,3.0
computer_science,count_total,Mathematics and Computing,Swansea,26.0
computer_vision,count_total,Mathematics and Computing,Swansea,13.0
cosmology,count_total,Physics,Swansea,3.0
criminology_violence,count_total,Social Sciences,Swansea,2.0
cyber_security,count_total,Mathematics and Computing,Swansea,3.0
data_methods,count_total,Medical Science,Swansea,7.0
design_&_heritage,count_total,Arts and Humanities,Swansea,30.0
development_studies,count_total,Social Sciences,Swansea,2.0
disease_infection_health,count_total,Medical Science,Swansea,4.0
drug_tests,count_total,Medical Science,Swansea,13.0
economics,count_total,Social Sciences,Swansea,7.0
ecosystems,count_total,Environmental Sciences,Swansea,29.0
education,count_total,Social Sciences,Swansea,11.0
electronics_transistors,count_total,Engineering and Technology,Swansea,21.0
energy_environmental,count_total,Engineering and Technology,Swansea,50.0
energy_transport_technology,count_total,Engineering and Technology,Swansea,32.0
environment,count_total,Social Sciences,Swansea,2.0
environmental_policy,count_total,Environmental Sciences,Swansea,51.0
epidemiology_immunology,count_total,Life Sciences,Swansea,8.0
evidence_for_policy,count_total,Social Sciences,Swansea,23.0
experiments,count_total,Medical Science,Swansea,1.0
gender_sexuality,count_total,Social Sciences,Swansea,2.0
genetics,count_total,Medical Science,Swansea,0.0
geology,count_total,Environmental Sciences,Swansea,12.0
health_interventions_policy,count_total,Medical Science,Swansea,20.0
health_social_issues,count_total,Arts and Humanities,Swansea,7.0
hidrology,count_total,Environmental Sciences,Swansea,7.0
imaging,count_total,Life Sciences,Swansea,3.0
industrial_application,count_total,Life Sciences,Swansea,13.0
ionisation_plasma,count_total,Engineering and Technology,Swansea,20.0
law,count_total,Social Sciences,Swansea,4.0
linguistics,count_total,Arts and Humanities,Swansea,6.0
literature,count_total,Arts and Humanities,Swansea,5.0
management,count_total,Social Sciences,Swansea,6.0
materials,count_total,Engineering and Technology,Swansea,30.0
mathematics,count_total,Mathematics and Computing,Swansea,42.0
media_performance,count_total,Arts and Humanities,Swansea,6.0
medieval_modern_history,count_total,Arts and Humanities,Swansea,19.0
migration_colonial_history,count_total,Arts and Humanities,Swansea,2.0
military_history,count_total,Arts and Humanities,Swansea,5.0
minerals_fuels,count_total,Environmental Sciences,Swansea,4.0
modelling_&_sensors,count_total,Environmental Sciences,Swansea,13.0
modelling_measurement,count_total,Mathematics and Computing,Swansea,33.0
networks,count_total,Mathematics and Computing,Swansea,19.0
neurology,count_total,Medical Science,Swansea,2.0
neuroscience,count_total,Life Sciences,Swansea,6.0
nutrition_health,count_total,Life Sciences,Swansea,5.0
obesity_metabolism,count_total,Medical Science,Swansea,2.0
particle_physics,count_total,Physics,Swansea,12.0
philosophy,count_total,Arts and Humanities,Swansea,3.0
photonics_imaging_quantum,count_total,Engineering and Technology,Swansea,52.0
political_history,count_total,Arts and Humanities,Swansea,3.0
prosthetics_robotics_health,count_total,Engineering and Technology,Swansea,31.0
psychiatry_mental_health,count_total,Medical Science,Swansea,9.0
psychology,count_total,Social Sciences,Swansea,22.0
public_engagement_infrastructure,count_total,Physics,Swansea,8.0
reproduction_fertility,count_total,Medical Science,Swansea,2.0
respiratory_system,count_total,Medical Science,Swansea,1.0
robotics_cybernetics,count_total,Mathematics and Computing,Swansea,5.0
security,count_total,Engineering and Technology,Swansea,3.0
sensors_data_telescopy,count_total,Physics,Swansea,1.0
social_care,count_total,Social Sciences,Swansea,18.0
social_history,count_total,Arts and Humanities,Swansea,23.0
social_history_identity,count_total,Arts and Humanities,Swansea,2.0
sociology,count_total,Social Sciences,Swansea,8.0
statistics_data_analysis,count_total,Mathematics and Computing,Swansea,15.0
surgert_cardiology,count_total,Medical Science,Swansea,5.0
systems_infrastructure,count_total,Engineering and Technology,Swansea,108.0
theoretical_physics,count_total,Physics,Swansea,15.0
transport_communications,count_total,Mathematics and Computing,Swansea,16.0
visual,count_total,Arts and Humanities,Swansea,27.0
ageing,funding_lq,Medical Science,Swansea,0.0
agriculture_plant_biology_entomology,funding_lq,Life Sciences,Swansea,0.2686838036482529
applications_devices_users,funding_lq,Mathematics and Computing,Swansea,0.6662375623916309
archaeology,funding_lq,Arts and Humanities,Swansea,0.5685974289194302
architecture_spatial,funding_lq,Arts and Humanities,Swansea,0.0
astronomy,funding_lq,Physics,Swansea,0.0010259504268730275
astrophysics,funding_lq,Physics,Swansea,0.6548733481853981
bio_informatics,funding_lq,Life Sciences,Swansea,0.20250290201762214
biopharmaceuticals,funding_lq,Life Sciences,Swansea,0.0
bones_muscles,funding_lq,Life Sciences,Swansea,1.0640541023958503
carbon_greenhouse_pollution,funding_lq,Environmental Sciences,Swansea,1.463823170975879
cells_cancer,funding_lq,Medical Science,Swansea,0.465726813788289
cellular_biology_cancer,funding_lq,Life Sciences,Swansea,0.2590276984343701
chemistry_biochemistry,funding_lq,Engineering and Technology,Swansea,0.9098035932107648
classic_religious_history,funding_lq,Arts and Humanities,Swansea,0.050000244156284034
climate_science,funding_lq,Environmental Sciences,Swansea,1.484027239115471
cognition_&_audio,funding_lq,Mathematics and Computing,Swansea,0.3627016484099384
computer_science,funding_lq,Mathematics and Computing,Swansea,1.1867235203040172
computer_vision,funding_lq,Mathematics and Computing,Swansea,1.4778982556690805
cosmology,funding_lq,Physics,Swansea,0.3150543797011503
criminology_violence,funding_lq,Social Sciences,Swansea,0.8307585401413153
cyber_security,funding_lq,Mathematics and Computing,Swansea,0.3803256156828752
data_methods,funding_lq,Medical Science,Swansea,1.2897444889318477
design_&_heritage,funding_lq,Arts and Humanities,Swansea,0.6139966262636216
development_studies,funding_lq,Social Sciences,Swansea,0.16246894625518754
disease_infection_health,funding_lq,Medical Science,Swansea,0.1085698530243417
drug_tests,funding_lq,Medical Science,Swansea,1.3772096157111549
economics,funding_lq,Social Sciences,Swansea,2.4705229783467777
ecosystems,funding_lq,Environmental Sciences,Swansea,0.8562657381174622
education,funding_lq,Social Sciences,Swansea,4.2201428058031425
electronics_transistors,funding_lq,Engineering and Technology,Swansea,0.3914744577854145
energy_environmental,funding_lq,Engineering and Technology,Swansea,1.616746759976931
