,research_topic,metric,discipline,year,location,value
16875,cosmology,count_lq,Physics,2015_2016,Ceredigion,0.0
16876,criminology_violence,count_lq,Social Sciences,2015_2016,Ceredigion,0.0
16877,cyber_security,count_lq,Mathematics and Computing,2015_2016,Ceredigion,0.0
16878,data_methods,count_lq,Medical Science,2015_2016,Ceredigion,0.0
16879,design_&_heritage,count_lq,Arts and Humanities,2015_2016,Ceredigion,1.1410349854227404
16880,development_studies,count_lq,Social Sciences,2015_2016,Ceredigion,0.0
16881,disease_infection_health,count_lq,Medical Science,2015_2016,Ceredigion,0.0
16882,drug_tests,count_lq,Medical Science,2015_2016,Ceredigion,0.0
16883,economics,count_lq,Social Sciences,2015_2016,Ceredigion,0.0
16884,ecosystems,count_lq,Environmental Sciences,2015_2016,Ceredigion,1.1959511077158136
16885,education,count_lq,Social Sciences,2015_2016,Ceredigion,0.0
16886,electronics_transistors,count_lq,Engineering and Technology,2015_2016,Ceredigion,0.0
16887,energy_environmental,count_lq,Engineering and Technology,2015_2016,Ceredigion,4.356679035250464
16888,energy_transport_technology,count_lq,Engineering and Technology,2015_2016,Ceredigion,0.0
16889,environment,count_lq,Social Sciences,2015_2016,Ceredigion,0.0
16890,environmental_policy,count_lq,Environmental Sciences,2015_2016,Ceredigion,1.7939266615737204
16891,epidemiology_immunology,count_lq,Life Sciences,2015_2016,Ceredigion,0.0
16892,evidence_for_policy,count_lq,Social Sciences,2015_2016,Ceredigion,0.0
16893,experiments,count_lq,Medical Science,2015_2016,Ceredigion,0.0
16894,gender_sexuality,count_lq,Social Sciences,2015_2016,Ceredigion,0.0
16895,genetics,count_lq,Medical Science,2015_2016,Ceredigion,0.0
16896,geology,count_lq,Environmental Sciences,2015_2016,Ceredigion,0.0
16897,health_interventions_policy,count_lq,Medical Science,2015_2016,Ceredigion,0.0
16898,health_social_issues,count_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
16899,hidrology,count_lq,Environmental Sciences,2015_2016,Ceredigion,0.0
16900,imaging,count_lq,Life Sciences,2015_2016,Ceredigion,0.0
16901,industrial_application,count_lq,Life Sciences,2015_2016,Ceredigion,1.4909523809523808
16902,ionisation_plasma,count_lq,Engineering and Technology,2015_2016,Ceredigion,0.0
16903,law,count_lq,Social Sciences,2015_2016,Ceredigion,0.0
16904,linguistics,count_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
16905,literature,count_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
16906,management,count_lq,Social Sciences,2015_2016,Ceredigion,0.0
16907,materials,count_lq,Engineering and Technology,2015_2016,Ceredigion,0.0
16908,mathematics,count_lq,Mathematics and Computing,2015_2016,Ceredigion,0.0
16909,media_performance,count_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
16910,medieval_modern_history,count_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
16911,migration_colonial_history,count_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
16912,military_history,count_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
16913,minerals_fuels,count_lq,Environmental Sciences,2015_2016,Ceredigion,0.0
16914,modelling_&_sensors,count_lq,Environmental Sciences,2015_2016,Ceredigion,0.0
16915,modelling_measurement,count_lq,Mathematics and Computing,2015_2016,Ceredigion,0.0
16916,networks,count_lq,Mathematics and Computing,2015_2016,Ceredigion,0.0
16917,neurology,count_lq,Medical Science,2015_2016,Ceredigion,0.0
16918,neuroscience,count_lq,Life Sciences,2015_2016,Ceredigion,0.0
16919,nutrition_health,count_lq,Life Sciences,2015_2016,Ceredigion,7.2142857142857135
16920,obesity_metabolism,count_lq,Medical Science,2015_2016,Ceredigion,0.0
16921,particle_physics,count_lq,Physics,2015_2016,Ceredigion,0.0
16922,philosophy,count_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
16923,photonics_imaging_quantum,count_lq,Engineering and Technology,2015_2016,Ceredigion,1.0804002760524498
16924,political_history,count_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
16925,prosthetics_robotics_health,count_lq,Engineering and Technology,2015_2016,Ceredigion,0.0
16926,psychiatry_mental_health,count_lq,Medical Science,2015_2016,Ceredigion,0.0
16927,psychology,count_lq,Social Sciences,2015_2016,Ceredigion,0.0
16928,public_engagement_infrastructure,count_lq,Physics,2015_2016,Ceredigion,0.0
16929,reproduction_fertility,count_lq,Medical Science,2015_2016,Ceredigion,0.0
16930,respiratory_system,count_lq,Medical Science,2015_2016,Ceredigion,0.0
16931,robotics_cybernetics,count_lq,Mathematics and Computing,2015_2016,Ceredigion,22.36428571428571
16932,security,count_lq,Engineering and Technology,2015_2016,Ceredigion,0.0
16933,sensors_data_telescopy,count_lq,Physics,2015_2016,Ceredigion,0.0
16934,social_care,count_lq,Social Sciences,2015_2016,Ceredigion,0.0
16935,social_history,count_lq,Arts and Humanities,2015_2016,Ceredigion,0.9091173054587688
16936,social_history_identity,count_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
16937,sociology,count_lq,Social Sciences,2015_2016,Ceredigion,0.0
16938,statistics_data_analysis,count_lq,Mathematics and Computing,2015_2016,Ceredigion,0.0
16939,surgert_cardiology,count_lq,Medical Science,2015_2016,Ceredigion,0.0
16940,systems_infrastructure,count_lq,Engineering and Technology,2015_2016,Ceredigion,0.8892360124964498
16941,theoretical_physics,count_lq,Physics,2015_2016,Ceredigion,0.0
16942,transport_communications,count_lq,Mathematics and Computing,2015_2016,Ceredigion,0.0
16943,visual,count_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
16944,ageing,funding_total,Medical Science,2015_2016,Ceredigion,9677.0
16945,agriculture_plant_biology_entomology,funding_total,Life Sciences,2015_2016,Ceredigion,1231541.0
16946,applications_devices_users,funding_total,Mathematics and Computing,2015_2016,Ceredigion,0.0
16947,archaeology,funding_total,Arts and Humanities,2015_2016,Ceredigion,0.0
16948,architecture_spatial,funding_total,Arts and Humanities,2015_2016,Ceredigion,0.0
16949,astronomy,funding_total,Physics,2015_2016,Ceredigion,0.0
16950,astrophysics,funding_total,Physics,2015_2016,Ceredigion,240189.0
16951,bio_informatics,funding_total,Life Sciences,2015_2016,Ceredigion,0.0
16952,biopharmaceuticals,funding_total,Life Sciences,2015_2016,Ceredigion,0.0
16953,bones_muscles,funding_total,Life Sciences,2015_2016,Ceredigion,0.0
16954,carbon_greenhouse_pollution,funding_total,Environmental Sciences,2015_2016,Ceredigion,0.0
16955,cells_cancer,funding_total,Medical Science,2015_2016,Ceredigion,0.0
16956,cellular_biology_cancer,funding_total,Life Sciences,2015_2016,Ceredigion,0.0
16957,chemistry_biochemistry,funding_total,Engineering and Technology,2015_2016,Ceredigion,0.0
16958,classic_religious_history,funding_total,Arts and Humanities,2015_2016,Ceredigion,0.0
16959,climate_science,funding_total,Environmental Sciences,2015_2016,Ceredigion,495078.0
16960,cognition_&_audio,funding_total,Mathematics and Computing,2015_2016,Ceredigion,0.0
16961,computer_science,funding_total,Mathematics and Computing,2015_2016,Ceredigion,0.0
16962,computer_vision,funding_total,Mathematics and Computing,2015_2016,Ceredigion,0.0
16963,cosmology,funding_total,Physics,2015_2016,Ceredigion,0.0
16964,criminology_violence,funding_total,Social Sciences,2015_2016,Ceredigion,0.0
16965,cyber_security,funding_total,Mathematics and Computing,2015_2016,Ceredigion,0.0
16966,data_methods,funding_total,Medical Science,2015_2016,Ceredigion,0.0
16967,design_&_heritage,funding_total,Arts and Humanities,2015_2016,Ceredigion,36113.0
16968,development_studies,funding_total,Social Sciences,2015_2016,Ceredigion,0.0
16969,disease_infection_health,funding_total,Medical Science,2015_2016,Ceredigion,0.0
16970,drug_tests,funding_total,Medical Science,2015_2016,Ceredigion,0.0
16971,economics,funding_total,Social Sciences,2015_2016,Ceredigion,0.0
16972,ecosystems,funding_total,Environmental Sciences,2015_2016,Ceredigion,270986.0
16973,education,funding_total,Social Sciences,2015_2016,Ceredigion,0.0
16974,electronics_transistors,funding_total,Engineering and Technology,2015_2016,Ceredigion,0.0
16975,energy_environmental,funding_total,Engineering and Technology,2015_2016,Ceredigion,1552245.0
16976,energy_transport_technology,funding_total,Engineering and Technology,2015_2016,Ceredigion,0.0
16977,environment,funding_total,Social Sciences,2015_2016,Ceredigion,0.0
16978,environmental_policy,funding_total,Environmental Sciences,2015_2016,Ceredigion,749203.0
16979,epidemiology_immunology,funding_total,Life Sciences,2015_2016,Ceredigion,0.0
16980,evidence_for_policy,funding_total,Social Sciences,2015_2016,Ceredigion,0.0
16981,experiments,funding_total,Medical Science,2015_2016,Ceredigion,0.0
16982,gender_sexuality,funding_total,Social Sciences,2015_2016,Ceredigion,0.0
16983,genetics,funding_total,Medical Science,2015_2016,Ceredigion,0.0
16984,geology,funding_total,Environmental Sciences,2015_2016,Ceredigion,0.0
16985,health_interventions_policy,funding_total,Medical Science,2015_2016,Ceredigion,0.0
16986,health_social_issues,funding_total,Arts and Humanities,2015_2016,Ceredigion,0.0
16987,hidrology,funding_total,Environmental Sciences,2015_2016,Ceredigion,0.0
16988,imaging,funding_total,Life Sciences,2015_2016,Ceredigion,0.0
16989,industrial_application,funding_total,Life Sciences,2015_2016,Ceredigion,27720.0
16990,ionisation_plasma,funding_total,Engineering and Technology,2015_2016,Ceredigion,0.0
16991,law,funding_total,Social Sciences,2015_2016,Ceredigion,0.0
16992,linguistics,funding_total,Arts and Humanities,2015_2016,Ceredigion,0.0
16993,literature,funding_total,Arts and Humanities,2015_2016,Ceredigion,0.0
16994,management,funding_total,Social Sciences,2015_2016,Ceredigion,0.0
16995,materials,funding_total,Engineering and Technology,2015_2016,Ceredigion,0.0
16996,mathematics,funding_total,Mathematics and Computing,2015_2016,Ceredigion,0.0
16997,media_performance,funding_total,Arts and Humanities,2015_2016,Ceredigion,0.0
16998,medieval_modern_history,funding_total,Arts and Humanities,2015_2016,Ceredigion,0.0
16999,migration_colonial_history,funding_total,Arts and Humanities,2015_2016,Ceredigion,0.0
17000,military_history,funding_total,Arts and Humanities,2015_2016,Ceredigion,0.0
17001,minerals_fuels,funding_total,Environmental Sciences,2015_2016,Ceredigion,0.0
17002,modelling_&_sensors,funding_total,Environmental Sciences,2015_2016,Ceredigion,0.0
17003,modelling_measurement,funding_total,Mathematics and Computing,2015_2016,Ceredigion,0.0
17004,networks,funding_total,Mathematics and Computing,2015_2016,Ceredigion,0.0
17005,neurology,funding_total,Medical Science,2015_2016,Ceredigion,0.0
17006,neuroscience,funding_total,Life Sciences,2015_2016,Ceredigion,0.0
17007,nutrition_health,funding_total,Life Sciences,2015_2016,Ceredigion,724852.0
17008,obesity_metabolism,funding_total,Medical Science,2015_2016,Ceredigion,0.0
17009,particle_physics,funding_total,Physics,2015_2016,Ceredigion,0.0
17010,philosophy,funding_total,Arts and Humanities,2015_2016,Ceredigion,0.0
17011,photonics_imaging_quantum,funding_total,Engineering and Technology,2015_2016,Ceredigion,95998.0
17012,political_history,funding_total,Arts and Humanities,2015_2016,Ceredigion,0.0
17013,prosthetics_robotics_health,funding_total,Engineering and Technology,2015_2016,Ceredigion,0.0
17014,psychiatry_mental_health,funding_total,Medical Science,2015_2016,Ceredigion,0.0
17015,psychology,funding_total,Social Sciences,2015_2016,Ceredigion,0.0
17016,public_engagement_infrastructure,funding_total,Physics,2015_2016,Ceredigion,0.0
17017,reproduction_fertility,funding_total,Medical Science,2015_2016,Ceredigion,0.0
17018,respiratory_system,funding_total,Medical Science,2015_2016,Ceredigion,0.0
17019,robotics_cybernetics,funding_total,Mathematics and Computing,2015_2016,Ceredigion,559077.0
17020,security,funding_total,Engineering and Technology,2015_2016,Ceredigion,0.0
17021,sensors_data_telescopy,funding_total,Physics,2015_2016,Ceredigion,0.0
17022,social_care,funding_total,Social Sciences,2015_2016,Ceredigion,0.0
17023,social_history,funding_total,Arts and Humanities,2015_2016,Ceredigion,44679.0
17024,social_history_identity,funding_total,Arts and Humanities,2015_2016,Ceredigion,0.0
17025,sociology,funding_total,Social Sciences,2015_2016,Ceredigion,0.0
17026,statistics_data_analysis,funding_total,Mathematics and Computing,2015_2016,Ceredigion,0.0
17027,surgert_cardiology,funding_total,Medical Science,2015_2016,Ceredigion,0.0
17028,systems_infrastructure,funding_total,Engineering and Technology,2015_2016,Ceredigion,472114.0
17029,theoretical_physics,funding_total,Physics,2015_2016,Ceredigion,0.0
17030,transport_communications,funding_total,Mathematics and Computing,2015_2016,Ceredigion,0.0
17031,visual,funding_total,Arts and Humanities,2015_2016,Ceredigion,0.0
17032,ageing,funding_lq,Medical Science,2015_2016,Ceredigion,0.11225435404514986
17033,agriculture_plant_biology_entomology,funding_lq,Life Sciences,2015_2016,Ceredigion,6.958257776654325
17034,applications_devices_users,funding_lq,Mathematics and Computing,2015_2016,Ceredigion,0.0
17035,archaeology,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
17036,architecture_spatial,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
17037,astronomy,funding_lq,Physics,2015_2016,Ceredigion,0.0
17038,astrophysics,funding_lq,Physics,2015_2016,Ceredigion,5.507280465484737
17039,bio_informatics,funding_lq,Life Sciences,2015_2016,Ceredigion,0.0
17040,biopharmaceuticals,funding_lq,Life Sciences,2015_2016,Ceredigion,0.0
17041,bones_muscles,funding_lq,Life Sciences,2015_2016,Ceredigion,0.0
17042,carbon_greenhouse_pollution,funding_lq,Environmental Sciences,2015_2016,Ceredigion,0.0
17043,cells_cancer,funding_lq,Medical Science,2015_2016,Ceredigion,0.0
17044,cellular_biology_cancer,funding_lq,Life Sciences,2015_2016,Ceredigion,0.0
17045,chemistry_biochemistry,funding_lq,Engineering and Technology,2015_2016,Ceredigion,0.0
17046,classic_religious_history,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
17047,climate_science,funding_lq,Environmental Sciences,2015_2016,Ceredigion,3.75927946033722
17048,cognition_&_audio,funding_lq,Mathematics and Computing,2015_2016,Ceredigion,0.0
17049,computer_science,funding_lq,Mathematics and Computing,2015_2016,Ceredigion,0.0
17050,computer_vision,funding_lq,Mathematics and Computing,2015_2016,Ceredigion,0.0
17051,cosmology,funding_lq,Physics,2015_2016,Ceredigion,0.0
17052,criminology_violence,funding_lq,Social Sciences,2015_2016,Ceredigion,0.0
17053,cyber_security,funding_lq,Mathematics and Computing,2015_2016,Ceredigion,0.0
17054,data_methods,funding_lq,Medical Science,2015_2016,Ceredigion,0.0
17055,design_&_heritage,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.36281962193593204
17056,development_studies,funding_lq,Social Sciences,2015_2016,Ceredigion,0.0
17057,disease_infection_health,funding_lq,Medical Science,2015_2016,Ceredigion,0.0
17058,drug_tests,funding_lq,Medical Science,2015_2016,Ceredigion,0.0
17059,economics,funding_lq,Social Sciences,2015_2016,Ceredigion,0.0
17060,ecosystems,funding_lq,Environmental Sciences,2015_2016,Ceredigion,2.068576198443289
17061,education,funding_lq,Social Sciences,2015_2016,Ceredigion,0.0
17062,electronics_transistors,funding_lq,Engineering and Technology,2015_2016,Ceredigion,0.0
17063,energy_environmental,funding_lq,Engineering and Technology,2015_2016,Ceredigion,4.002609054508597
17064,energy_transport_technology,funding_lq,Engineering and Technology,2015_2016,Ceredigion,0.0
17065,environment,funding_lq,Social Sciences,2015_2016,Ceredigion,0.0
17066,environmental_policy,funding_lq,Environmental Sciences,2015_2016,Ceredigion,3.5776850192503202
17067,epidemiology_immunology,funding_lq,Life Sciences,2015_2016,Ceredigion,0.0
17068,evidence_for_policy,funding_lq,Social Sciences,2015_2016,Ceredigion,0.0
17069,experiments,funding_lq,Medical Science,2015_2016,Ceredigion,0.0
17070,gender_sexuality,funding_lq,Social Sciences,2015_2016,Ceredigion,0.0
17071,genetics,funding_lq,Medical Science,2015_2016,Ceredigion,0.0
17072,geology,funding_lq,Environmental Sciences,2015_2016,Ceredigion,0.0
17073,health_interventions_policy,funding_lq,Medical Science,2015_2016,Ceredigion,0.0
17074,health_social_issues,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
17075,hidrology,funding_lq,Environmental Sciences,2015_2016,Ceredigion,0.0
17076,imaging,funding_lq,Life Sciences,2015_2016,Ceredigion,0.0
17077,industrial_application,funding_lq,Life Sciences,2015_2016,Ceredigion,0.19889214866080454
17078,ionisation_plasma,funding_lq,Engineering and Technology,2015_2016,Ceredigion,0.0
17079,law,funding_lq,Social Sciences,2015_2016,Ceredigion,0.0
17080,linguistics,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
17081,literature,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
17082,management,funding_lq,Social Sciences,2015_2016,Ceredigion,0.0
17083,materials,funding_lq,Engineering and Technology,2015_2016,Ceredigion,0.0
17084,mathematics,funding_lq,Mathematics and Computing,2015_2016,Ceredigion,0.0
17085,media_performance,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
17086,medieval_modern_history,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
17087,migration_colonial_history,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
17088,military_history,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
17089,minerals_fuels,funding_lq,Environmental Sciences,2015_2016,Ceredigion,0.0
17090,modelling_&_sensors,funding_lq,Environmental Sciences,2015_2016,Ceredigion,0.0
17091,modelling_measurement,funding_lq,Mathematics and Computing,2015_2016,Ceredigion,0.0
17092,networks,funding_lq,Mathematics and Computing,2015_2016,Ceredigion,0.0
17093,neurology,funding_lq,Medical Science,2015_2016,Ceredigion,0.0
17094,neuroscience,funding_lq,Life Sciences,2015_2016,Ceredigion,0.0
17095,nutrition_health,funding_lq,Life Sciences,2015_2016,Ceredigion,28.960604730884384
17096,obesity_metabolism,funding_lq,Medical Science,2015_2016,Ceredigion,0.0
17097,particle_physics,funding_lq,Physics,2015_2016,Ceredigion,0.0
17098,philosophy,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
17099,photonics_imaging_quantum,funding_lq,Engineering and Technology,2015_2016,Ceredigion,0.36389811012300693
17100,political_history,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
17101,prosthetics_robotics_health,funding_lq,Engineering and Technology,2015_2016,Ceredigion,0.0
17102,psychiatry_mental_health,funding_lq,Medical Science,2015_2016,Ceredigion,0.0
17103,psychology,funding_lq,Social Sciences,2015_2016,Ceredigion,0.0
17104,public_engagement_infrastructure,funding_lq,Physics,2015_2016,Ceredigion,0.0
17105,reproduction_fertility,funding_lq,Medical Science,2015_2016,Ceredigion,0.0
17106,respiratory_system,funding_lq,Medical Science,2015_2016,Ceredigion,0.0
17107,robotics_cybernetics,funding_lq,Mathematics and Computing,2015_2016,Ceredigion,42.71027139148835
17108,security,funding_lq,Engineering and Technology,2015_2016,Ceredigion,0.0
17109,sensors_data_telescopy,funding_lq,Physics,2015_2016,Ceredigion,0.0
17110,social_care,funding_lq,Social Sciences,2015_2016,Ceredigion,0.0
17111,social_history,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.3783452826358369
17112,social_history_identity,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
17113,sociology,funding_lq,Social Sciences,2015_2016,Ceredigion,0.0
17114,statistics_data_analysis,funding_lq,Mathematics and Computing,2015_2016,Ceredigion,0.0
17115,surgert_cardiology,funding_lq,Medical Science,2015_2016,Ceredigion,0.0
17116,systems_infrastructure,funding_lq,Engineering and Technology,2015_2016,Ceredigion,0.5085565693372366
17117,theoretical_physics,funding_lq,Physics,2015_2016,Ceredigion,0.0
17118,transport_communications,funding_lq,Mathematics and Computing,2015_2016,Ceredigion,0.0
17119,visual,funding_lq,Arts and Humanities,2015_2016,Ceredigion,0.0
17120,Arts and Humanities,count_total,Arts and Humanities,2007_2008,Ceredigion,12.0
17121,Engineering and Technology,count_total,Engineering and Technology,2007_2008,Ceredigion,3.0
17122,Environmental Sciences,count_total,Environmental Sciences,2007_2008,Ceredigion,2.0
17123,Life Sciences,count_total,Life Sciences,2007_2008,Ceredigion,10.0
17124,Mathematics and Computing,count_total,Mathematics and Computing,2007_2008,Ceredigion,5.0
17125,Medical Science,count_total,Medical Science,2007_2008,Ceredigion,0.0
17126,Physics,count_total,Physics,2007_2008,Ceredigion,3.0
17127,Social Sciences,count_total,Social Sciences,2007_2008,Ceredigion,5.0
17128,Arts and Humanities,count_lq,Arts and Humanities,2007_2008,Ceredigion,2.631847826086956
17129,Engineering and Technology,count_lq,Engineering and Technology,2007_2008,Ceredigion,0.34179841897233204
17130,Environmental Sciences,count_lq,Environmental Sciences,2007_2008,Ceredigion,0.4449283351708931
17131,Life Sciences,count_lq,Life Sciences,2007_2008,Ceredigion,1.7856194690265488
17132,Mathematics and Computing,count_lq,Mathematics and Computing,2007_2008,Ceredigion,1.198188836104513
17133,Medical Science,count_lq,Medical Science,2007_2008,Ceredigion,0.0
17134,Physics,count_lq,Physics,2007_2008,Ceredigion,1.5561053984575837
17135,Social Sciences,count_lq,Social Sciences,2007_2008,Ceredigion,0.8337809917355371
17136,Arts and Humanities,funding_total,Arts and Humanities,2007_2008,Ceredigion,1587130.0
17137,Engineering and Technology,funding_total,Engineering and Technology,2007_2008,Ceredigion,717395.0
17138,Environmental Sciences,funding_total,Environmental Sciences,2007_2008,Ceredigion,306603.0
17139,Life Sciences,funding_total,Life Sciences,2007_2008,Ceredigion,4579745.0
17140,Mathematics and Computing,funding_total,Mathematics and Computing,2007_2008,Ceredigion,857748.0
17141,Medical Science,funding_total,Medical Science,2007_2008,Ceredigion,0.0
17142,Physics,funding_total,Physics,2007_2008,Ceredigion,2476004.0
17143,Social Sciences,funding_total,Social Sciences,2007_2008,Ceredigion,836384.0
17144,Arts and Humanities,funding_lq,Arts and Humanities,2007_2008,Ceredigion,3.908342332327992
17145,Engineering and Technology,funding_lq,Engineering and Technology,2007_2008,Ceredigion,0.21837202899877797
17146,Environmental Sciences,funding_lq,Environmental Sciences,2007_2008,Ceredigion,0.39648605173756274
17147,Life Sciences,funding_lq,Life Sciences,2007_2008,Ceredigion,2.577019942224019
17148,Mathematics and Computing,funding_lq,Mathematics and Computing,2007_2008,Ceredigion,0.8689177075817652
17149,Medical Science,funding_lq,Medical Science,2007_2008,Ceredigion,0.0
17150,Physics,funding_lq,Physics,2007_2008,Ceredigion,3.0351375343847833
17151,Social Sciences,funding_lq,Social Sciences,2007_2008,Ceredigion,0.7670333104360394
17152,Arts and Humanities,count_total,Arts and Humanities,2009_2010,Ceredigion,9.0
17153,Engineering and Technology,count_total,Engineering and Technology,2009_2010,Ceredigion,2.0
17154,Environmental Sciences,count_total,Environmental Sciences,2009_2010,Ceredigion,10.0
17155,Life Sciences,count_total,Life Sciences,2009_2010,Ceredigion,6.0
17156,Mathematics and Computing,count_total,Mathematics and Computing,2009_2010,Ceredigion,2.0
17157,Medical Science,count_total,Medical Science,2009_2010,Ceredigion,0.0
17158,Physics,count_total,Physics,2009_2010,Ceredigion,2.0
17159,Social Sciences,count_total,Social Sciences,2009_2010,Ceredigion,2.0
17160,Arts and Humanities,count_lq,Arts and Humanities,2009_2010,Ceredigion,3.366192682537146
17161,Engineering and Technology,count_lq,Engineering and Technology,2009_2010,Ceredigion,0.29133221330346587
17162,Environmental Sciences,count_lq,Environmental Sciences,2009_2010,Ceredigion,1.912113044188516
17163,Life Sciences,count_lq,Life Sciences,2009_2010,Ceredigion,1.568684386866205
17164,Mathematics and Computing,count_lq,Mathematics and Computing,2009_2010,Ceredigion,0.6333874458874459
17165,Medical Science,count_lq,Medical Science,2009_2010,Ceredigion,0.0
17166,Physics,count_lq,Physics,2009_2010,Ceredigion,0.925296442687747
17167,Social Sciences,count_lq,Social Sciences,2009_2010,Ceredigion,0.42309777697451656
17168,Arts and Humanities,funding_total,Arts and Humanities,2009_2010,Ceredigion,1369042.0
17169,Engineering and Technology,funding_total,Engineering and Technology,2009_2010,Ceredigion,416189.0
17170,Environmental Sciences,funding_total,Environmental Sciences,2009_2010,Ceredigion,1488073.0
17171,Life Sciences,funding_total,Life Sciences,2009_2010,Ceredigion,2766040.0
17172,Mathematics and Computing,funding_total,Mathematics and Computing,2009_2010,Ceredigion,260947.0
17173,Medical Science,funding_total,Medical Science,2009_2010,Ceredigion,0.0
17174,Physics,funding_total,Physics,2009_2010,Ceredigion,547690.0
17175,Social Sciences,funding_total,Social Sciences,2009_2010,Ceredigion,147235.0
17176,Arts and Humanities,funding_lq,Arts and Humanities,2009_2010,Ceredigion,6.485179232334036
17177,Engineering and Technology,funding_lq,Engineering and Technology,2009_2010,Ceredigion,0.1816783302327341
17178,Environmental Sciences,funding_lq,Environmental Sciences,2009_2010,Ceredigion,2.538890158184729
17179,Life Sciences,funding_lq,Life Sciences,2009_2010,Ceredigion,3.003303626955487
17180,Mathematics and Computing,funding_lq,Mathematics and Computing,2009_2010,Ceredigion,0.45600719236911674
17181,Medical Science,funding_lq,Medical Science,2009_2010,Ceredigion,0.0
17182,Physics,funding_lq,Physics,2009_2010,Ceredigion,0.9577968633813309
17183,Social Sciences,funding_lq,Social Sciences,2009_2010,Ceredigion,0.2813564822025882
17184,Arts and Humanities,count_total,Arts and Humanities,2011_2012,Ceredigion,5.0
17185,Engineering and Technology,count_total,Engineering and Technology,2011_2012,Ceredigion,0.0
17186,Environmental Sciences,count_total,Environmental Sciences,2011_2012,Ceredigion,14.0
17187,Life Sciences,count_total,Life Sciences,2011_2012,Ceredigion,6.0
17188,Mathematics and Computing,count_total,Mathematics and Computing,2011_2012,Ceredigion,1.0
17189,Medical Science,count_total,Medical Science,2011_2012,Ceredigion,3.0
17190,Physics,count_total,Physics,2011_2012,Ceredigion,1.0
17191,Social Sciences,count_total,Social Sciences,2011_2012,Ceredigion,1.0
17192,Arts and Humanities,count_lq,Arts and Humanities,2011_2012,Ceredigion,1.4775755904788164
17193,Engineering and Technology,count_lq,Engineering and Technology,2011_2012,Ceredigion,0.0
17194,Environmental Sciences,count_lq,Environmental Sciences,2011_2012,Ceredigion,2.6141517377544203
17195,Life Sciences,count_lq,Life Sciences,2011_2012,Ceredigion,1.3441789172995193
17196,Mathematics and Computing,count_lq,Mathematics and Computing,2011_2012,Ceredigion,0.3855977935004197
17197,Medical Science,count_lq,Medical Science,2011_2012,Ceredigion,0.7480226426799008
17198,Physics,count_lq,Physics,2011_2012,Ceredigion,0.5010908524232507
17199,Social Sciences,count_lq,Social Sciences,2011_2012,Ceredigion,0.2729626485568761
17200,Arts and Humanities,funding_total,Arts and Humanities,2011_2012,Ceredigion,1237027.0
17201,Engineering and Technology,funding_total,Engineering and Technology,2011_2012,Ceredigion,0.0
17202,Environmental Sciences,funding_total,Environmental Sciences,2011_2012,Ceredigion,4356782.0
17203,Life Sciences,funding_total,Life Sciences,2011_2012,Ceredigion,987172.0
17204,Mathematics and Computing,funding_total,Mathematics and Computing,2011_2012,Ceredigion,331477.0
17205,Medical Science,funding_total,Medical Science,2011_2012,Ceredigion,1311061.0
17206,Physics,funding_total,Physics,2011_2012,Ceredigion,10789.0
17207,Social Sciences,funding_total,Social Sciences,2011_2012,Ceredigion,81043.0
17208,Arts and Humanities,funding_lq,Arts and Humanities,2011_2012,Ceredigion,4.232534837021424
17209,Engineering and Technology,funding_lq,Engineering and Technology,2011_2012,Ceredigion,0.0
17210,Environmental Sciences,funding_lq,Environmental Sciences,2011_2012,Ceredigion,5.434173739832695
17211,Life Sciences,funding_lq,Life Sciences,2011_2012,Ceredigion,0.9064324392677836
17212,Mathematics and Computing,funding_lq,Mathematics and Computing,2011_2012,Ceredigion,0.5672037049449071
17213,Medical Science,funding_lq,Medical Science,2011_2012,Ceredigion,0.7789343303353029
17214,Physics,funding_lq,Physics,2011_2012,Ceredigion,0.017345165520509274
17215,Social Sciences,funding_lq,Social Sciences,2011_2012,Ceredigion,0.16056240689733625
